time,signal
12360,36.68
12420,36.82
12480,36.71
12540,36.76
12600,36.71
12660,36.69
12720,36.73
12780,36.66
12840,36.78
12900,36.71
12960,36.65
13020,36.72
13080,36.82
13140,36.65
13200,36.67
13260,36.73
13320,36.68
13380,36.64
13440,36.69
13500,36.79
13560,36.79
13620,36.75
13680,36.81
13740,36.75
13800,36.75
13860,36.7
13920,36.73
13980,36.75
14040,36.74
14100,36.72
14160,36.73
14220,36.7
14280,36.75
14340,36.71
14400,36.72
14460,36.7
14520,36.75
14580,36.77
14640,36.68
14700,36.63
14760,36.63
14820,36.74
14880,36.7
14940,36.7
15000,36.71
15060,36.73
15120,36.68
15180,36.75
15240,36.72
15300,36.72
15360,36.63
15420,36.66
15480,36.66
15540,36.69
15600,36.64
15660,36.68
15720,36.79
15780,36.64
15840,36.64
15900,36.59
15960,36.7
16020,36.64
16080,36.69
16140,36.67
16200,36.69
16260,36.7
16320,36.57
16380,36.71
16440,36.7
16500,36.75
16560,36.71
16620,36.63
16680,36.74
16740,36.7
16800,36.69
16860,36.75
16920,36.74
16980,36.74
17040,36.66
17100,36.72
17160,36.63
17220,36.71
17280,36.67
17340,36.71
17400,36.64
17460,36.62
17520,36.72
17580,36.74
17640,36.77
17700,36.76
17760,36.73
17820,36.67
17880,36.79
17940,36.65
18000,36.75
18060,36.69
18120,36.73
18180,36.74
18240,36.72
18300,36.77
18360,36.82
18420,36.7
18480,36.68
18540,36.7
18600,36.72
18660,36.74
18720,36.74
18780,36.77
18840,36.73
18900,36.77
18960,36.73
19020,36.71
19080,36.67
19140,36.68
19200,36.85
19260,36.78
19320,36.7
19380,36.77
19440,36.8
19500,36.77
19560,36.82
19620,36.77
19680,36.78
19740,36.72
19800,36.74
19860,36.68
19920,36.74
19980,36.63
20040,36.72
20100,36.72
20160,36.77
20220,36.68
20280,36.73
20340,36.69
20400,36.7
20460,36.8
20520,36.75
20580,36.78
20640,36.71
20700,36.68
20760,36.67
20820,36.79
20880,36.7
20940,36.63
21000,36.76
21060,36.8
21120,36.77
21180,36.79
21240,36.8
21300,36.78
21360,36.7
21420,36.79
21480,36.78
21540,36.72
21600,36.78
21660,36.86
21720,36.69
21780,36.81
21840,36.75
21900,36.81
21960,36.78
22020,36.75
22080,36.81
22140,36.61
22200,36.72
22260,36.77
22320,36.75
22380,36.82
22440,36.68
22500,36.75
22560,36.81
22620,36.83
22680,36.8
22740,36.71
22800,36.81
22860,36.76
22920,36.67
22980,36.72
23040,36.82
23100,36.82
23160,36.73
23220,36.7
23280,36.7
23340,36.72
23400,36.76
23460,36.78
23520,36.76
23580,36.71
23640,36.78
23700,36.71
23760,36.88
23820,36.84
23880,36.78
23940,36.79
24000,36.81
24060,36.72
24120,36.81
24180,36.77
24240,36.73
24300,36.78
24360,36.73
24420,36.71
24480,36.72
24540,36.73
24600,36.72
24660,36.76
24720,36.66
24780,36.63
24840,36.73
24900,36.79
24960,36.81
25020,36.7
25080,36.67
25140,36.76
25200,36.66
25260,36.6
25320,36.48
25380,36.72
25440,36.66
25500,36.77
25560,36.75
25620,36.61
25680,36.65
25740,36.83
25800,36.77
25860,36.69
25920,36.7
25980,36.71
26040,36.76
26100,36.75
26160,36.75
26220,36.76
26280,36.76
26340,36.72
26400,36.79
26460,36.73
26520,36.81
26580,36.67
26640,36.71
26700,36.75
26760,36.67
26820,36.7
26880,36.77
26940,36.79
27000,36.69
27060,36.71
27120,36.65
27180,36.8
27240,36.71
27300,36.75
27360,36.74
27420,36.66
27480,36.73
27540,36.86
27600,36.58
27660,36.66
27720,36.71
27780,36.78
27840,36.69
27900,36.66
27960,36.71
28020,36.68
28080,36.69
28140,36.82
28200,36.75
28260,36.68
28320,36.78
28380,36.67
28440,36.67
28500,36.76
28560,36.74
28620,36.72
28680,36.72
28740,36.74
28800,36.73
28860,36.79
28920,36.77
28980,36.74
29040,36.77
29100,36.69
29160,36.75
29220,36.61
29280,36.72
29340,36.68
29400,36.74
29460,36.68
29520,36.77
29580,36.71
29640,36.67
29700,36.77
29760,36.72
29820,36.68
29880,36.69
29940,36.68
30000,36.77
30060,36.73
30120,36.76
30180,36.7
30240,36.67
30300,36.7
30360,36.74
30420,36.75
30480,36.75
30540,36.77
30600,36.64
30660,36.74
30720,36.72
30780,36.62
30840,36.7
30900,36.73
30960,36.64
31020,36.72
31080,36.74
31140,36.73
31200,36.67
31260,36.73
31320,36.73
31380,36.71
31440,36.73
31500,36.69
31560,36.63
31620,36.72
31680,36.68
31740,36.65
31800,36.67
31860,36.69
31920,36.76
31980,36.62
32040,36.63
32100,36.65
32160,36.7
32220,36.7
32280,36.72
32340,36.7
32400,36.73
32460,36.67
32520,36.71
32580,36.72
32640,36.62
32700,36.73
32760,36.66
32820,36.72
32880,36.73
32940,36.67
33000,36.67
33060,36.78
33120,36.75
33180,36.68
33240,36.69
33300,36.74
33360,36.67
33420,36.72
33480,36.69
33540,36.7
33600,36.76
33660,36.68
33720,36.67
33780,36.76
33840,36.78
33900,36.8
33960,36.76
34020,36.71
34080,36.66
34140,36.69
34200,36.82
34260,36.84
34320,36.75
34380,36.85
34440,36.8
34500,36.75
34560,36.84
34620,36.73
34680,36.76
34740,36.8
34800,36.74
34860,36.73
34920,36.82
34980,36.78
35040,36.76
35100,36.83
35160,36.79
35220,36.81
35280,36.76
35340,36.77
35400,36.79
35460,36.75
35520,36.73
35580,36.81
35640,36.77
35700,36.84
35760,36.7
35820,36.7
35880,36.74
35940,36.74
36000,36.8
36060,36.77
36120,36.76
36180,36.84
36240,36.79
36300,36.68
36360,36.81
36420,36.81
36480,36.83
36540,36.69
36600,36.79
36660,36.72
36720,36.88
36780,36.81
36840,36.88
36900,36.78
36960,36.81
37020,36.67
37080,36.75
37140,36.79
37200,36.81
37260,36.83
37320,36.75
37380,36.73
37440,36.74
37500,36.81
37560,36.73
37620,36.81
37680,36.74
37740,36.69
37800,36.79
37860,36.76
37920,36.74
37980,36.82
38040,36.66
38100,36.72
38160,36.76
38220,36.82
38280,36.73
38340,36.76
38400,36.66
38460,36.76
38520,36.79
38580,36.68
38640,36.86
38700,36.84
38760,36.73
38820,36.77
38880,36.77
38940,36.75
39000,36.76
39060,36.73
39120,36.85
39180,36.78
39240,36.81
39300,36.81
39360,36.74
39420,36.79
39480,36.84
39540,36.76
39600,36.8
39660,36.78
39720,36.77
39780,36.82
39840,36.79
39900,36.85
39960,36.75
40020,36.81
40080,36.81
40140,36.8
40200,36.78
40260,36.87
40320,36.82
40380,36.86
40440,36.86
40500,36.79
40560,36.82
40620,36.79
40680,36.82
40740,36.84
40800,36.8
40860,36.73
40920,36.81
40980,36.74
41040,36.84
41100,36.71
41160,36.87
41220,36.73
41280,36.82
41340,36.8
41400,36.91
41460,36.82
41520,36.73
41580,36.81
41640,36.86
41700,36.8
41760,36.84
41820,36.83
41880,36.83
41940,36.89
42000,36.79
42060,36.88
42120,36.82
42180,36.84
42240,36.81
42300,36.77
42360,36.85
42420,36.84
42480,36.77
42540,36.8
42600,36.79
42660,36.87
42720,36.8
42780,36.79
42840,36.82
42900,36.76
42960,36.79
43020,36.77
43080,36.71
43140,36.71
43200,36.84
43260,36.78
43320,36.81
43380,36.75
43440,36.71
43500,36.79
43560,36.75
43620,36.7
43680,36.87
43740,36.86
43800,36.74
43860,36.77
43920,36.82
43980,36.78
44040,36.81
44100,36.76
44160,36.72
44220,36.74
44280,36.78
44340,36.82
44400,36.78
44460,36.89
44520,36.86
44580,36.77
44640,36.79
44700,36.74
44760,36.8
44820,36.81
44880,36.84
44940,36.67
45000,36.8
45060,36.76
45120,36.88
45180,36.83
45240,36.82
45300,36.74
45360,36.71
45420,36.86
45480,36.79
45540,36.77
45600,36.74
45660,36.82
45720,36.77
45780,36.8
45840,36.79
45900,36.79
45960,36.82
46020,36.82
46080,36.75
46140,36.81
46200,36.83
46260,36.77
46320,36.76
46380,36.87
46440,36.81
46500,36.9
46560,36.81
46620,36.84
46680,36.76
46740,36.78
46800,36.68
46860,36.8
46920,36.76
46980,36.75
47040,36.72
47100,36.76
47160,36.69
47220,36.68
47280,36.77
47340,36.78
47400,36.76
47460,36.68
47520,36.66
47580,36.64
47640,36.71
47700,36.78
47760,36.72
47820,36.77
47880,36.62
47940,36.74
48000,36.7
48060,36.7
48120,36.73
48180,36.7
48240,36.72
48300,36.73
48360,36.66
48420,36.76
48480,36.7
48540,36.65
48600,36.69
48660,36.79
48720,36.73
48780,36.7
48840,36.75
48900,36.77
48960,36.75
49020,36.72
49080,36.71
49140,36.71
49200,36.79
49260,36.77
49320,36.8
49380,36.76
49440,36.73
49500,36.69
49560,36.65
49620,36.72
49680,36.76
49740,36.79
49800,36.66
49860,36.63
49920,36.73
49980,36.72
50040,36.68
50100,36.76
50160,36.75
50220,36.73
50280,36.59
50340,36.69
50400,36.74
50460,36.69
50520,36.71
50580,36.71
50640,36.6
50700,36.74
50760,36.68
50820,36.67
50880,36.72
50940,36.64
51000,36.72
51060,36.64
51120,36.67
51180,36.7
51240,36.64
51300,36.7
51360,36.71
51420,36.63
51480,36.74
51540,36.73
51600,36.7
51660,36.74
51720,36.75
51780,36.69
51840,36.75
51900,36.75
51960,36.68
52020,36.66
52080,36.73
52140,36.77
52200,36.77
52260,36.75
52320,36.68
52380,36.62
52440,36.72
52500,36.77
52560,36.78
52620,36.69
52680,36.77
52740,36.65
52800,36.69
52860,36.75
52920,36.74
52980,36.69
53040,36.66
53100,36.74
53160,36.76
53220,36.7
53280,36.65
53340,36.71
53400,36.66
53460,36.73
53520,36.79
53580,36.71
53640,36.77
53700,36.62
53760,36.68
53820,36.71
53880,36.7
53940,36.75
54000,36.71
54060,36.71
54120,36.77
54180,36.71
54240,36.64
54300,36.83
54360,36.72
54420,36.73
54480,36.73
54540,36.75
54600,36.71
54660,36.76
54720,36.73
54780,36.8
54840,36.78
54900,36.77
54960,36.71
55020,36.74
55080,36.72
55140,36.74
55200,36.76
55260,36.72
55320,36.66
55380,36.74
55440,36.67
55500,36.77
55560,36.71
55620,36.77
55680,36.84
55740,36.69
55800,36.72
55860,36.75
55920,36.79
55980,36.73
56040,36.7
56100,36.71
56160,36.68
56220,36.76
56280,36.8
56340,36.66
56400,36.75
56460,36.79
56520,36.73
56580,36.78
56640,36.72
56700,36.77
56760,36.78
56820,36.77
56880,36.8
56940,36.74
57000,36.68
57060,36.75
57120,36.72
57180,36.72
57240,36.7
57300,36.68
57360,36.8
57420,36.63
57480,36.65
57540,36.84
57600,36.72
57660,36.68
57720,36.74
57780,36.73
57840,36.73
57900,36.8
57960,36.67
58020,36.64
58080,36.75
58140,36.71
58200,36.69
58260,36.64
58320,36.71
58380,36.65
58440,36.71
58500,36.75
58560,36.73
58620,36.79
58680,36.73
58740,36.78
58800,36.75
58860,36.6
58920,36.7
58980,36.74
59040,36.73
59100,36.64
59160,36.64
59220,36.68
59280,36.64
59340,36.84
59400,36.79
59460,36.76
59520,36.71
59580,36.68
59640,36.63
59700,36.76
59760,36.69
59820,36.75
59880,36.7
59940,36.72
