time,signal
5.71,0.4432
5.72,0.4056
5.73,0.4978
5.74,0.4746
5.75,0.3665
5.76,0.3938
5.7700000000000005,0.3917
5.78,0.3052
5.79,0.3879
5.8,0.3264
5.8100000000000005,0.3119
5.82,0.3531
5.83,0.1709
5.84,0.3416
5.8500000000000005,0.2625
5.86,0.2215
5.87,0.2867
5.88,0.2031
5.89,0.2549
5.9,0.2215
5.91,0.177
5.92,0.1316
5.93,0.1806
5.94,0.2162
5.95,0.1285
5.96,0.042
5.97,0.0597
5.98,0.0267
5.99,0.0817
6.0,-0.0498
6.01,0.1379
6.0200000000000005,-0.0417
6.03,-0.0179
6.04,-0.0457
6.05,0.0022
6.0600000000000005,-0.0606
6.07,-0.1237
6.08,-0.1153
6.09,-0.1729
6.1000000000000005,-0.179
6.11,-0.11
6.12,-0.1475
6.13,-0.1496
6.140000000000001,-0.1189
6.15,-0.2143
6.16,-0.2556
6.17,-0.3415
6.18,-0.2743
6.19,-0.3555
6.2,-0.2436
6.21,-0.2532
6.22,-0.2956
6.23,-0.3056
6.24,-0.3733
6.25,-0.3345
6.26,-0.3796
6.2700000000000005,-0.3935
6.28,-0.3921
6.29,-0.3808
6.3,-0.4337
6.3100000000000005,-0.4332
6.32,-0.3272
6.33,-0.5719
6.34,-0.4608
6.3500000000000005,-0.4622
6.36,-0.569
6.37,-0.5346
6.38,-0.5065
6.390000000000001,-0.6008
6.4,-0.5513
6.41,-0.6027
6.42,-0.4879
6.43,-0.6074
6.44,-0.6779
6.45,-0.644
6.46,-0.6324
6.47,-0.6267
6.48,-0.6466
6.49,-0.5948
6.5,-0.7491
6.51,-0.6646
6.5200000000000005,-0.6256
6.53,-0.7141
6.54,-0.7723
6.55,-0.796
6.5600000000000005,-0.7963
6.57,-0.7277
6.58,-0.7667
6.59,-0.7303
6.6000000000000005,-0.8339
6.61,-0.8467
6.62,-0.7604
6.63,-0.8707
6.640000000000001,-0.7711
6.65,-0.7839
6.66,-0.8123
6.67,-0.8368
6.68,-0.9621
6.69,-0.7703
6.7,-0.8873
6.71,-0.9109
6.72,-0.9087
6.73,-0.8709
6.74,-0.9501
6.75,-0.8962
6.76,-0.9459
6.7700000000000005,-0.9171
6.78,-0.8605
6.79,-0.9267
6.8,-0.8977
6.8100000000000005,-0.9186
6.82,-0.9535
6.83,-0.8721
6.84,-0.9257
6.8500000000000005,-0.9756
6.86,-0.8946
6.87,-1.0634
6.88,-0.9322
6.890000000000001,-1.0585
6.9,-0.9724
6.91,-0.9382
6.92,-1.0702
6.93,-1.0954
6.94,-1.0244
6.95,-0.984
6.96,-0.8896
6.97,-1.0366
6.98,-0.9903
6.99,-0.9202
7.0,-0.9841
7.01,-1.0072
7.0200000000000005,-1.0152
7.03,-1.0492
7.04,-0.9987
7.05,-0.9806
7.0600000000000005,-0.9503
7.07,-0.9965
7.08,-0.9946
7.09,-0.8132
7.1000000000000005,-0.995
7.11,-0.9709
7.12,-1.01
7.13,-0.9306
7.140000000000001,-0.9796
7.15,-1.0162
7.16,-1.012
7.17,-0.9104
7.18,-0.9493
7.19,-0.9237
7.2,-0.8983
7.21,-0.9762
7.22,-0.8737
7.23,-0.9456
7.24,-0.8589
7.25,-0.9094
7.26,-0.8622
7.2700000000000005,-0.8548
7.28,-1.0257
7.29,-0.8449
7.3,-0.8133
7.3100000000000005,-0.8389
7.32,-0.8563
7.33,-0.8747
7.34,-0.8893
7.3500000000000005,-0.7225
7.36,-0.8735
7.37,-0.797
7.38,-0.8588
7.390000000000001,-0.8626
7.4,-0.8551
7.41,-0.7441
7.42,-0.8148
7.43,-0.8267
7.44,-0.8154
7.45,-0.7374
7.46,-0.7397
7.47,-0.7517
7.48,-0.7387
7.49,-0.8008
7.5,-0.6497
7.51,-0.6642
7.5200000000000005,-0.6597
7.53,-0.6926
7.54,-0.6521
7.55,-0.6083
7.5600000000000005,-0.7391
7.57,-0.6746
7.58,-0.6242
7.59,-0.5274
7.6000000000000005,-0.5995
7.61,-0.4703
7.62,-0.6811
7.63,-0.4112
7.640000000000001,-0.6024
7.65,-0.4458
7.66,-0.5301
7.67,-0.4745
7.68,-0.4565
7.69,-0.4515
7.7,-0.4911
7.71,-0.3869
7.72,-0.4191
7.73,-0.3435
7.74,-0.2942
7.75,-0.244
7.76,-0.3627
7.7700000000000005,-0.3666
7.78,-0.3729
7.79,-0.3505
7.8,-0.2761
7.8100000000000005,-0.2588
7.82,-0.248
7.83,-0.2628
7.84,-0.2167
7.8500000000000005,-0.1838
7.86,-0.1948
7.87,-0.2027
7.88,-0.1393
7.890000000000001,-0.1532
7.9,-0.149
7.91,-0.1605
7.92,-0.1149
7.930000000000001,-0.0759
7.94,-0.1754
7.95,-0.1574
7.96,-0.0434
7.97,-0.0146
7.98,0.0192
7.99,-0.0206
8.0,0.0212
8.01,0.0243
8.02,0.0503
8.03,-0.0456
8.040000000000001,0.0707
8.05,0.1125
8.06,0.161
8.07,0.0618
8.08,0.0915
8.09,0.2379
8.1,0.1792
8.11,0.2346
8.120000000000001,0.2031
8.13,0.2344
8.14,0.1938
8.15,0.1697
8.16,0.2514
8.17,0.1871
8.18,0.3335
8.19,0.2818
8.2,0.2378
8.21,0.3477
8.22,0.419
8.23,0.3841
8.24,0.3624
8.25,0.3585
8.26,0.423
8.27,0.4617
8.28,0.4013
8.290000000000001,0.5175
8.3,0.4226
8.31,0.4258
8.32,0.4956
8.33,0.548
8.34,0.4916
8.35,0.5183
8.36,0.5537
8.370000000000001,0.5169
8.38,0.5043
8.39,0.5277
8.4,0.6251
8.41,0.6179
8.42,0.6425
8.43,0.616
8.44,0.5256
8.45,0.6588
8.46,0.6451
8.47,0.7375
8.48,0.7001
8.49,0.7285
8.5,0.7
8.51,0.7649
8.52,0.7852
8.53,0.7281
8.540000000000001,0.786
8.55,0.8483
8.56,0.6968
8.57,0.7622
8.58,0.7905
8.59,0.8684
8.6,0.842
8.61,0.7595
8.620000000000001,0.9046
8.63,0.8339
8.64,0.7484
8.65,1.0258
8.66,0.8953
8.67,0.864
8.68,0.8772
8.69,0.8729
8.700000000000001,0.9328
8.71,1.045
8.72,0.9416
8.73,0.892
8.74,0.9039
8.75,0.9153
8.76,0.9208
8.77,0.9797
8.78,0.8876
8.790000000000001,0.9753
8.8,0.9092
8.81,0.983
8.82,0.9799
8.83,0.9146
8.84,0.9377
8.85,0.9502
8.86,0.9255
8.870000000000001,0.9662
8.88,0.9613
8.89,0.942
8.9,0.9178
8.91,1.0204
8.92,1.1239
8.93,1.0376
8.94,1.0327
8.950000000000001,1.0013
8.96,0.998
8.97,1.0346
8.98,1.0947
8.99,0.9772
9.0,0.9842
9.01,1.0145
9.02,0.9303
9.03,1.0144
9.040000000000001,0.9555
9.05,1.0318
9.06,1.0249
9.07,1.0195
9.08,1.0238
9.09,0.977
9.1,0.9663
9.11,0.9869
9.120000000000001,0.8991
9.13,0.946
9.14,0.9816
9.15,0.9574
9.16,0.9916
9.17,1.0736
9.18,0.9538
9.19,0.9707
9.200000000000001,0.828
9.21,0.9667
9.22,0.9259
9.23,0.878
9.24,0.9558
9.25,0.9457
9.26,0.8484
9.27,0.9493
9.28,0.9478
9.290000000000001,0.8635
9.3,0.8322
9.31,0.8255
9.32,0.9369
9.33,0.9717
9.34,0.8001
9.35,0.8402
9.36,0.9413
9.370000000000001,0.7452
9.38,0.7963
9.39,0.8562
9.4,0.8605
9.41,0.8185
9.42,0.7703
9.43,0.7515
9.44,0.7617
9.450000000000001,0.7913
9.46,0.7393
9.47,0.7518
9.48,0.7708
9.49,0.7567
9.5,0.7072
9.51,0.7265
9.52,0.7016
9.53,0.6557
9.540000000000001,0.7334
9.55,0.6329
9.56,0.6632
9.57,0.6399
9.58,0.5997
9.59,0.6266
9.6,0.6268
9.61,0.59
9.620000000000001,0.5719
9.63,0.5542
9.64,0.5894
9.65,0.5712
9.66,0.4249
9.67,0.4537
9.68,0.4803
9.69,0.367
9.700000000000001,0.4861
9.71,0.4739
9.72,0.4413
9.73,0.3814
9.74,0.3339
9.75,0.3621
9.76,0.3799
9.77,0.3287
9.78,0.3623
9.790000000000001,0.2569
9.8,0.2805
9.81,0.4271
9.82,0.2742
9.83,0.2929
9.84,0.2376
9.85,0.2748
9.86,0.1768
9.870000000000001,0.2029
9.88,0.2436
9.89,0.2742
9.9,0.1768
9.91,0.1828
9.92,0.2295
9.93,0.1822
9.94,0.036
9.950000000000001,0.1813
9.96,0.0573
9.97,0.0436
9.98,-0.0145
9.99,0.1578
10.0,0.0512
10.01,0.0435
10.02,0.0214
10.03,-0.0542
10.040000000000001,-0.039
10.05,-0.1307
10.06,-0.064
10.07,-0.0768
10.08,-0.0166
10.09,-0.0094
10.1,-0.1164
10.11,-0.1173
10.120000000000001,-0.1487
10.13,-0.1632
10.14,-0.1322
10.15,-0.1806
10.16,-0.2382
10.17,-0.1845
10.18,-0.3462
10.19,-0.239
10.200000000000001,-0.333
10.21,-0.2533
10.22,-0.216
10.23,-0.3135
10.24,-0.3522
10.25,-0.3444
10.26,-0.4198
10.27,-0.3711
10.28,-0.4902
10.290000000000001,-0.3496
10.3,-0.421
10.31,-0.4016
10.32,-0.4227
10.33,-0.5243
10.34,-0.4968
10.35,-0.482
10.36,-0.5855
10.370000000000001,-0.5311
10.38,-0.5623
10.39,-0.5038
10.4,-0.5429
10.41,-0.5714
10.42,-0.6193
10.43,-0.5534
10.44,-0.6287
10.450000000000001,-0.6167
10.46,-0.639
10.47,-0.5793
10.48,-0.547
10.49,-0.6099
10.5,-0.7098
10.51,-0.6551
10.52,-0.6575
10.53,-0.6356
10.540000000000001,-0.7702
10.55,-0.8003
10.56,-0.7763
10.57,-0.755
10.58,-0.7335
10.59,-0.8043
10.6,-0.8629
10.61,-0.8139
10.620000000000001,-0.7605
10.63,-0.7173
10.64,-0.8415
10.65,-0.7815
10.66,-0.7902
10.67,-0.8875
10.68,-0.9024
10.69,-0.8827
10.700000000000001,-0.7504
10.71,-0.8373
10.72,-0.922
10.73,-0.924
10.74,-0.8949
10.75,-0.801
10.76,-0.959
10.77,-0.9276
10.78,-0.8971
10.790000000000001,-0.9042
10.8,-0.8367
10.81,-1.0403
10.82,-0.8587
10.83,-0.9595
10.84,-0.8951
10.85,-0.9722
10.86,-0.8882
10.870000000000001,-0.9486
10.88,-1.0091
10.89,-1.0569
10.9,-0.8778
10.91,-0.8931
10.92,-1.01
10.93,-0.9613
10.94,-0.8938
10.950000000000001,-1.0119
10.96,-0.9375
10.97,-0.9774
10.98,-0.94
10.99,-0.9595
11.0,-0.9318
11.01,-0.8941
11.02,-0.9887
11.03,-0.9996
11.040000000000001,-0.8691
11.05,-1.033
11.06,-0.9682
11.07,-0.9618
11.08,-0.9948
11.09,-0.9972
11.1,-0.9162
11.11,-0.936
11.120000000000001,-0.9248
11.13,-0.9366
11.14,-0.8805
11.15,-0.9475
11.16,-0.9737
11.17,-0.8735
11.18,-0.8639
11.19,-0.9786
11.200000000000001,-0.9652
11.21,-0.8572
11.22,-0.9163
11.23,-0.9106
11.24,-0.9135
11.25,-0.9432
11.26,-0.8433
11.27,-0.8628
11.28,-0.8339
11.290000000000001,-0.8895
11.3,-0.9306
11.31,-0.9277
11.32,-0.9025
11.33,-0.8523
11.34,-0.756
11.35,-0.8581
11.36,-0.836
11.370000000000001,-0.8845
11.38,-0.7628
11.39,-0.7813
11.4,-0.8489
11.41,-0.7431
11.42,-0.743
11.43,-0.7437
11.44,-0.8181
11.450000000000001,-0.765
11.46,-0.7479
11.47,-0.6796
11.48,-0.6579
11.49,-0.7033
11.5,-0.761
11.51,-0.7026
11.52,-0.7061
11.53,-0.7141
11.540000000000001,-0.581
11.55,-0.695
11.56,-0.661
11.57,-0.5859
11.58,-0.6335
11.59,-0.5907
11.6,-0.6788
11.61,-0.5252
11.620000000000001,-0.5448
11.63,-0.5472
11.64,-0.4801
11.65,-0.5842
11.66,-0.4928
11.67,-0.4313
11.68,-0.4761
11.69,-0.3714
11.700000000000001,-0.4137
11.71,-0.4656
11.72,-0.4035
11.73,-0.475
11.74,-0.4098
11.75,-0.3672
11.76,-0.2884
11.77,-0.3501
11.78,-0.4004
11.790000000000001,-0.235
11.8,-0.2103
11.81,-0.2543
11.82,-0.2493
11.83,-0.1841
11.84,-0.1826
11.85,-0.2229
11.86,-0.2723
11.870000000000001,-0.1986
11.88,-0.1409
11.89,-0.1325
11.9,-0.1595
11.91,-0.1598
11.92,-0.0308
11.93,-0.1087
11.94,-0.0951
11.950000000000001,-0.0913
11.96,-0.0966
11.97,-0.0007
11.98,0.0553
11.99,-0.1457
12.0,0.0747
12.01,0.0547
12.02,-0.0033
12.030000000000001,-0.017
12.040000000000001,0.1019
12.05,0.1498
12.06,0.119
12.07,0.1472
12.08,0.0898
12.09,0.0541
12.1,0.1501
12.11,0.1746
12.120000000000001,0.2235
12.13,0.1936
12.14,0.3443
12.15,0.2272
12.16,0.246
12.17,0.2495
12.18,0.3633
12.19,0.253
12.200000000000001,0.3718
12.21,0.3064
12.22,0.3241
12.23,0.3791
12.24,0.3022
12.25,0.3897
12.26,0.2459
12.27,0.4101
12.280000000000001,0.5103
12.290000000000001,0.4959
12.3,0.4627
12.31,0.4835
12.32,0.441
12.33,0.4086
12.34,0.4975
12.35,0.4433
12.36,0.6005
12.370000000000001,0.5316
12.38,0.5357
12.39,0.5629
12.4,0.6012
12.41,0.5956
12.42,0.6732
12.43,0.6777
12.44,0.6049
12.450000000000001,0.7065
12.46,0.6745
12.47,0.6934
12.48,0.6535
12.49,0.7256
12.5,0.7169
12.51,0.6822
12.52,0.7905
12.530000000000001,0.7424
12.540000000000001,0.809
12.55,0.707
12.56,0.7376
12.57,0.7969
12.58,0.8467
12.59,0.7505
12.6,0.8406
12.61,0.7834
12.620000000000001,0.8501
12.63,0.8817
12.64,0.845
12.65,0.8366
12.66,0.9373
12.67,0.8529
12.68,0.8612
12.69,0.7872
12.700000000000001,0.8062
12.71,0.8764
12.72,1.0177
12.73,0.857
12.74,0.9656
12.75,0.9199
12.76,0.8607
12.77,0.9271
12.780000000000001,0.8965
12.790000000000001,0.9792
12.8,0.9302
12.81,0.9587
12.82,0.9025
12.83,0.9549
12.84,0.9699
12.85,0.9734
12.86,0.9911
12.870000000000001,0.9443
12.88,1.0185
12.89,0.9752
12.9,0.9841
12.91,0.9308
12.92,1.0366
12.93,1.036
12.94,1.02
12.950000000000001,0.981
12.96,1.0198
12.97,1.0559
12.98,0.9754
12.99,1.0938
13.0,1.0466
13.01,1.0176
13.02,0.8932
13.030000000000001,1.0335
13.040000000000001,1.081
13.05,0.9605
13.06,0.9569
13.07,1.0334
13.08,0.9964
13.09,1.0138
13.1,0.8854
13.11,1.0006
13.120000000000001,0.9302
13.13,0.9607
13.14,1.0028
13.15,0.9673
13.16,0.9896
13.17,0.9108
13.18,0.9936
13.19,0.9897
13.200000000000001,0.9471
13.21,0.8987
13.22,0.8997
13.23,0.9511
13.24,0.9247
13.25,0.9371
13.26,0.9566
13.27,0.9063
13.280000000000001,0.9333
13.290000000000001,0.818
13.3,0.8657
13.31,0.9134
13.32,0.9777
13.33,0.8468
13.34,0.8752
13.35,0.961
13.36,0.846
13.370000000000001,0.7787
13.38,0.9052
13.39,0.7389
13.4,0.8967
13.41,0.8798
13.42,0.8123
13.43,0.8027
13.44,0.7796
13.450000000000001,0.7261
13.46,0.704
13.47,0.7439
13.48,0.7595
13.49,0.7551
13.5,0.6643
13.51,0.7109
13.52,0.6596
13.530000000000001,0.7515
13.540000000000001,0.6257
13.55,0.6018
13.56,0.5213
13.57,0.6056
13.58,0.5398
13.59,0.6797
13.6,0.6272
13.61,0.5544
13.620000000000001,0.6233
13.63,0.5432
13.64,0.553
13.65,0.6131
13.66,0.4972
13.67,0.5516
13.68,0.5056
13.69,0.5185
13.700000000000001,0.5129
13.71,0.4157
13.72,0.4578
13.73,0.4617
13.74,0.4536
13.75,0.3645
13.76,0.3578
13.77,0.3267
13.780000000000001,0.2795
13.790000000000001,0.3625
13.8,0.3752
13.81,0.2242
13.82,0.1879
13.83,0.3362
13.84,0.253
13.85,0.2614
13.86,0.2286
13.870000000000001,0.2425
13.88,0.1775
13.89,0.0842
13.9,0.1273
13.91,0.1189
13.92,0.1056
13.93,0.1103
13.94,0.1169
13.950000000000001,0.0729
13.96,0.0538
13.97,0.0336
13.98,0.0134
13.99,0.0199
14.0,-0.0102
14.01,0.101
14.02,-0.0818
14.030000000000001,0.0353
14.040000000000001,-0.064
14.05,-0.1155
14.06,-0.085
14.07,-0.0767
14.08,-0.1064
